corridor,date,load,n,dow,is_weekend,month,dom,lag1,lag7,roll7,roll14,corridor_cat
Hennur Main Road,2023-12-12,0.0,0.0,1,0,12,12,1.0,0.0,2.4285714285714284,2.857142857142857,Hennur Main Road
Hennur Main Road,2023-12-13,0.0,0.0,2,0,12,13,0.0,0.0,2.4285714285714284,2.7857142857142856,Hennur Main Road
Hennur Main Road,2023-12-14,0.0,0.0,3,0,12,14,0.0,0.0,3.0,3.0,Hennur Main Road
Hennur Main Road,2023-12-15,1.0,1.0,4,0,12,15,0.0,0.0,2.4285714285714284,3.0,Hennur Main Road
Hennur Main Road,2023-12-16,0.0,0.0,5,1,12,16,1.0,0.0,2.2857142857142856,2.9285714285714284,Hennur Main Road
Hennur Main Road,2023-12-17,0.0,0.0,6,1,12,17,0.0,0.0,2.7142857142857144,2.7142857142857144,Hennur Main Road
Hennur Main Road,2023-12-18,1.0,1.0,0,0,12,18,0.0,1.0,3.2857142857142856,2.7142857142857144,Hennur Main Road
Hennur Main Road,2023-12-19,1.0,1.0,1,0,12,19,1.0,0.0,3.5714285714285716,3.0,Hennur Main Road
Hennur Main Road,2023-12-20,1.0,1.0,2,0,12,20,1.0,0.0,3.5714285714285716,3.0,Hennur Main Road
Hennur Main Road,2023-12-21,2.0,2.0,3,0,12,21,1.0,0.0,3.142857142857143,3.0714285714285716,Hennur Main Road
Hennur Main Road,2023-12-22,2.0,2.0,4,0,12,22,2.0,1.0,3.4285714285714284,2.9285714285714284,Hennur Main Road
Hennur Main Road,2023-12-23,0.0,0.0,5,1,12,23,2.0,0.0,3.5714285714285716,2.9285714285714284,Hennur Main Road
Hennur Main Road,2023-12-24,0.0,0.0,6,1,12,24,0.0,0.0,3.7142857142857144,3.2142857142857144,Hennur Main Road
Hennur Main Road,2023-12-25,1.0,1.0,0,0,12,25,0.0,1.0,3.142857142857143,3.2142857142857144,Hennur Main Road
Hennur Main Road,2023-12-26,0.0,0.0,1,0,12,26,1.0,1.0,3.0,3.2857142857142856,Hennur Main Road
Hennur Main Road,2023-12-27,2.0,1.0,2,0,12,27,0.0,1.0,3.0,3.2857142857142856,Hennur Main Road
Hennur Main Road,2023-12-28,0.0,0.0,3,0,12,28,2.0,2.0,3.0,3.0714285714285716,Hennur Main Road
Hennur Main Road,2023-12-29,1.0,1.0,4,0,12,29,0.0,2.0,3.142857142857143,3.2857142857142856,Hennur Main Road
Hennur Main Road,2023-12-30,0.0,0.0,5,1,12,30,1.0,0.0,3.142857142857143,3.357142857142857,Hennur Main Road
Hennur Main Road,2023-12-31,1.0,1.0,6,1,12,31,0.0,0.0,3.0,3.357142857142857,Hennur Main Road
Hennur Main Road,2024-01-01,0.0,0.0,0,0,1,1,1.0,1.0,3.0,3.0714285714285716,Hennur Main Road
Hennur Main Road,2024-01-02,0.0,0.0,1,0,1,2,0.0,0.0,2.7142857142857144,2.857142857142857,Hennur Main Road
Hennur Main Road,2024-01-03,0.0,0.0,2,0,1,3,0.0,2.0,2.5714285714285716,2.7857142857142856,Hennur Main Road
Hennur Main Road,2024-01-04,1.0,1.0,3,0,1,4,0.0,0.0,2.7142857142857144,2.857142857142857,Hennur Main Road
Hennur Main Road,2024-01-05,0.0,0.0,4,0,1,5,1.0,1.0,3.142857142857143,3.142857142857143,Hennur Main Road
Hennur Main Road,2024-01-06,1.0,1.0,5,1,1,6,0.0,0.0,3.142857142857143,3.142857142857143,Hennur Main Road
Hennur Main Road,2024-01-07,3.0,2.0,6,1,1,7,1.0,1.0,2.7142857142857144,2.857142857142857,Hennur Main Road
Hennur Main Road,2024-01-08,4.0,2.0,0,0,1,8,3.0,0.0,2.5714285714285716,2.7857142857142856,Hennur Main Road
Hennur Main Road,2024-01-09,1.0,1.0,1,0,1,9,4.0,0.0,2.857142857142857,2.7857142857142856,Hennur Main Road
Hennur Main Road,2024-01-10,0.0,0.0,2,0,1,10,1.0,0.0,2.7142857142857144,2.642857142857143,Hennur Main Road
Hennur Main Road,2024-01-11,0.0,0.0,3,0,1,11,0.0,1.0,2.857142857142857,2.7857142857142856,Hennur Main Road
Hennur Main Road,2024-01-12,1.0,1.0,4,0,1,12,0.0,0.0,2.142857142857143,2.642857142857143,Hennur Main Road
Hennur Main Road,2024-01-13,0.0,0.0,5,1,1,13,1.0,1.0,2.2857142857142856,2.7142857142857144,Hennur Main Road
Hennur Main Road,2024-01-14,0.0,0.0,6,1,1,14,0.0,3.0,3.142857142857143,2.9285714285714284,Hennur Main Road
Hennur Main Road,2024-01-15,0.0,0.0,0,0,1,15,0.0,4.0,3.7142857142857144,3.142857142857143,Hennur Main Road
Hennur Main Road,2024-01-16,0.0,0.0,1,0,1,16,0.0,1.0,4.0,3.4285714285714284,Hennur Main Road
Hennur Main Road,2024-01-17,1.0,1.0,2,0,1,17,0.0,0.0,4.285714285714286,3.5,Hennur Main Road
Hennur Main Road,2024-01-18,0.0,0.0,3,0,1,18,1.0,0.0,4.142857142857143,3.5,Hennur Main Road
Hennur Main Road,2024-01-19,0.0,0.0,4,0,1,19,0.0,1.0,4.285714285714286,3.2142857142857144,Hennur Main Road
Hennur Main Road,2024-01-20,0.0,0.0,5,1,1,20,0.0,0.0,4.285714285714286,3.2857142857142856,Hennur Main Road
Hennur Main Road,2024-01-21,0.0,0.0,6,1,1,21,0.0,0.0,3.7142857142857144,3.4285714285714284,Hennur Main Road
Hennur Main Road,2024-01-22,0.0,0.0,0,0,1,22,0.0,0.0,3.2857142857142856,3.5,Hennur Main Road
Hennur Main Road,2024-01-23,0.0,0.0,1,0,1,23,0.0,0.0,2.7142857142857144,3.357142857142857,Hennur Main Road
Hennur Main Road,2024-01-24,2.0,2.0,2,0,1,24,0.0,1.0,2.5714285714285716,3.4285714285714284,Hennur Main Road
Hennur Main Road,2024-01-25,0.0,0.0,3,0,1,25,2.0,0.0,2.2857142857142856,3.2142857142857144,Hennur Main Road
Hennur Main Road,2024-01-26,0.0,0.0,4,0,1,26,0.0,0.0,2.857142857142857,3.5714285714285716,Hennur Main Road
Hennur Main Road,2024-01-27,0.0,0.0,5,1,1,27,0.0,0.0,2.7142857142857144,3.5,Hennur Main Road
Hennur Main Road,2024-01-28,0.0,0.0,6,1,1,28,0.0,0.0,2.7142857142857144,3.2142857142857144,Hennur Main Road
Hennur Main Road,2024-01-29,0.0,0.0,0,0,1,29,0.0,0.0,2.5714285714285716,2.9285714285714284,Hennur Main Road
Hennur Main Road,2024-01-30,0.0,0.0,1,0,1,30,0.0,0.0,2.7142857142857144,2.7142857142857144,Hennur Main Road
Hennur Main Road,2024-01-31,0.0,0.0,2,0,1,31,0.0,2.0,2.4285714285714284,2.5,Hennur Main Road
Hennur Main Road,2024-02-01,0.0,0.0,3,0,2,1,0.0,0.0,2.857142857142857,2.5714285714285716,Hennur Main Road
Hennur Main Road,2024-02-02,0.0,0.0,4,0,2,2,0.0,0.0,2.5714285714285716,2.7142857142857144,Hennur Main Road
Hennur Main Road,2024-02-03,0.0,0.0,5,1,2,3,0.0,0.0,2.857142857142857,2.7857142857142856,Hennur Main Road
Hennur Main Road,2024-02-04,0.0,0.0,6,1,2,4,0.0,0.0,3.0,2.857142857142857,Hennur Main Road
Hennur Main Road,2024-02-05,6.0,3.0,0,0,2,5,0.0,0.0,3.4285714285714284,3.0,Hennur Main Road
Hennur Main Road,2024-02-06,0.0,0.0,1,0,2,6,6.0,0.0,3.142857142857143,2.9285714285714284,Hennur Main Road
Hennur Main Road,2024-02-07,3.0,3.0,2,0,2,7,0.0,0.0,3.142857142857143,2.7857142857142856,Hennur Main Road
Hennur Main Road,2024-02-08,3.0,3.0,3,0,2,8,3.0,0.0,2.7142857142857144,2.7857142857142856,Hennur Main Road
Hennur Main Road,2024-02-09,0.0,0.0,4,0,2,9,3.0,0.0,3.0,2.7857142857142856,Hennur Main Road
Hennur Main Road,2024-02-10,1.0,1.0,5,1,2,10,0.0,0.0,3.4285714285714284,3.142857142857143,Hennur Main Road
Hennur Main Road,2024-02-11,0.0,0.0,6,1,2,11,1.0,0.0,3.2857142857142856,3.142857142857143,Hennur Main Road
Hennur Main Road,2024-02-12,1.0,1.0,0,0,2,12,0.0,6.0,3.0,3.2142857142857144,Hennur Main Road
Hennur Main Road,2024-02-13,3.0,3.0,1,0,2,13,1.0,0.0,3.4285714285714284,3.2857142857142856,Hennur Main Road
Hennur Main Road,2024-02-14,5.0,3.0,2,0,2,14,3.0,3.0,4.142857142857143,3.642857142857143,Hennur Main Road
Hennur Main Road,2024-02-15,2.0,1.0,3,0,2,15,5.0,3.0,4.142857142857143,3.4285714285714284,Hennur Main Road
Hennur Main Road,2024-02-16,1.0,1.0,4,0,2,16,2.0,0.0,3.5714285714285716,3.2857142857142856,Hennur Main Road
Hennur Main Road,2024-02-17,0.0,0.0,5,1,2,17,1.0,1.0,2.857142857142857,3.142857142857143,Hennur Main Road
Hennur Main Road,2024-02-18,0.0,0.0,6,1,2,18,0.0,0.0,2.7142857142857144,3.0,Hennur Main Road
Hennur Main Road,2024-02-19,0.0,0.0,0,0,2,19,0.0,1.0,2.4285714285714284,2.7142857142857144,Hennur Main Road
Hennur Main Road,2024-02-20,1.0,1.0,1,0,2,20,0.0,3.0,2.142857142857143,2.7857142857142856,Hennur Main Road
Hennur Main Road,2024-02-21,0.0,0.0,2,0,2,21,1.0,5.0,1.4285714285714286,2.7857142857142856,Hennur Main Road
Hennur Main Road,2024-02-22,3.0,3.0,3,0,2,22,0.0,2.0,1.2857142857142858,2.7142857142857144,Hennur Main Road
Hennur Main Road,2024-02-23,1.0,1.0,4,0,2,23,3.0,1.0,1.0,2.2857142857142856,Hennur Main Road
Hennur Main Road,2024-02-24,1.0,1.0,5,1,2,24,1.0,0.0,1.0,1.9285714285714286,Hennur Main Road
Hennur Main Road,2024-02-25,2.0,2.0,6,1,2,25,1.0,0.0,1.2857142857142858,2.0,Hennur Main Road
Hennur Main Road,2024-02-26,0.0,0.0,0,0,2,26,2.0,0.0,2.142857142857143,2.2857142857142856,Hennur Main Road
Hennur Main Road,2024-02-27,3.0,3.0,1,0,2,27,0.0,1.0,2.2857142857142856,2.2142857142857144,Hennur Main Road
Hennur Main Road,2024-02-28,2.0,2.0,2,0,2,28,3.0,0.0,3.5714285714285716,2.5,Hennur Main Road
Hennur Main Road,2024-02-29,1.0,1.0,3,0,2,29,2.0,3.0,4.142857142857143,2.7142857142857144,Hennur Main Road
Hennur Main Road,2024-03-01,2.0,2.0,4,0,3,1,1.0,1.0,4.285714285714286,2.642857142857143,Hennur Main Road
Hennur Main Road,2024-03-02,1.0,1.0,5,1,3,2,2.0,1.0,4.285714285714286,2.642857142857143,Hennur Main Road
Hennur Main Road,2024-03-03,0.0,0.0,6,1,3,3,1.0,2.0,3.857142857142857,2.5714285714285716,Hennur Main Road
Hennur Main Road,2024-03-04,2.0,2.0,0,0,3,4,0.0,0.0,3.142857142857143,2.642857142857143,Hennur Main Road
Hennur Main Road,2024-03-05,1.0,1.0,1,0,3,5,2.0,3.0,3.4285714285714284,2.857142857142857,Hennur Main Road
Hennur Main Road,2024-03-06,0.0,0.0,2,0,3,6,1.0,2.0,2.4285714285714284,3.0,Hennur Main Road
Hennur Main Road,2024-03-07,1.0,1.0,3,0,3,7,0.0,1.0,2.857142857142857,3.5,Hennur Main Road
Hennur Main Road,2024-03-08,1.0,1.0,4,0,3,8,1.0,2.0,4.142857142857143,4.214285714285714,Hennur Main Road
Hennur Main Road,2024-03-09,0.0,0.0,5,1,3,9,1.0,1.0,4.142857142857143,4.214285714285714,Hennur Main Road
Hennur Main Road,2024-03-10,0.0,0.0,6,1,3,10,0.0,0.0,4.571428571428571,4.214285714285714,Hennur Main Road
Hennur Main Road,2024-03-11,0.0,0.0,0,0,3,11,0.0,2.0,5.0,4.071428571428571,Hennur Main Road
Hennur Main Road,2024-03-12,0.0,0.0,1,0,3,12,0.0,1.0,4.428571428571429,3.9285714285714284,Hennur Main Road
Hennur Main Road,2024-03-13,1.0,1.0,2,0,3,13,0.0,0.0,4.857142857142857,3.642857142857143,Hennur Main Road
Hennur Main Road,2024-03-14,1.0,1.0,3,0,3,14,1.0,1.0,4.142857142857143,3.5,Hennur Main Road
Hennur Main Road,2024-03-15,1.0,1.0,4,0,3,15,1.0,1.0,3.2857142857142856,3.7142857142857144,Hennur Main Road
Hennur Main Road,2024-03-16,0.0,0.0,5,1,3,16,1.0,0.0,3.5714285714285716,3.857142857142857,Hennur Main Road
Hennur Main Road,2024-03-17,0.0,0.0,6,1,3,17,0.0,0.0,3.5714285714285716,4.071428571428571,Hennur Main Road
Hennur Main Road,2024-03-18,0.0,0.0,0,0,3,18,0.0,0.0,3.4285714285714284,4.214285714285714,Hennur Main Road
Hennur Main Road,2024-03-19,1.0,1.0,1,0,3,19,0.0,0.0,3.7142857142857144,4.071428571428571,Hennur Main Road
Hennur Main Road,2024-03-20,2.0,1.0,2,0,3,20,1.0,1.0,3.142857142857143,4.0,Hennur Main Road
Hennur Main Road,2024-03-21,1.0,1.0,3,0,3,21,2.0,1.0,3.4285714285714284,3.7857142857142856,Hennur Main Road
Hennur Main Road,2024-03-22,1.0,1.0,4,0,3,22,1.0,1.0,3.0,3.142857142857143,Hennur Main Road
Hennur Main Road,2024-03-23,1.0,1.0,5,1,3,23,1.0,0.0,3.0,3.2857142857142856,Hennur Main Road
Hennur Main Road,2024-03-24,3.0,2.0,6,1,3,24,1.0,0.0,3.0,3.2857142857142856,Hennur Main Road
Hennur Main Road,2024-03-25,0.0,0.0,0,0,3,25,3.0,0.0,3.4285714285714284,3.4285714285714284,Hennur Main Road
Hennur Main Road,2024-03-26,6.0,4.0,1,0,3,26,0.0,1.0,3.4285714285714284,3.5714285714285716,Hennur Main Road
Hennur Main Road,2024-03-27,0.0,0.0,2,0,3,27,6.0,2.0,3.7142857142857144,3.4285714285714284,Hennur Main Road
Hennur Main Road,2024-03-28,0.0,0.0,3,0,3,28,0.0,1.0,3.4285714285714284,3.4285714285714284,Hennur Main Road
Hennur Main Road,2024-03-29,0.0,0.0,4,0,3,29,0.0,1.0,3.5714285714285716,3.2857142857142856,Hennur Main Road
Hennur Main Road,2024-03-30,0.0,0.0,5,1,3,30,0.0,1.0,3.857142857142857,3.4285714285714284,Hennur Main Road
Hennur Main Road,2024-03-31,0.0,0.0,6,1,3,31,0.0,3.0,4.428571428571429,3.7142857142857144,Hennur Main Road
Hennur Main Road,2024-04-01,1.0,1.0,0,0,4,1,0.0,0.0,3.7142857142857144,3.5714285714285716,Hennur Main Road
Hennur Main Road,2024-04-02,0.0,0.0,1,0,4,2,1.0,6.0,3.5714285714285716,3.5,Hennur Main Road
Hennur Main Road,2024-04-03,0.0,0.0,2,0,4,3,0.0,0.0,3.2857142857142856,3.5,Hennur Main Road
Hennur Main Road,2024-04-04,0.0,0.0,3,0,4,4,0.0,0.0,4.142857142857143,3.7857142857142856,Hennur Main Road
Hennur Main Road,2024-04-05,0.0,0.0,4,0,4,5,0.0,0.0,4.142857142857143,3.857142857142857,Hennur Main Road
Hennur Main Road,2024-04-06,0.0,0.0,5,1,4,6,0.0,0.0,3.7142857142857144,3.7857142857142856,Hennur Main Road
Hennur Main Road,2024-04-07,0.0,0.0,6,1,4,7,0.0,0.0,3.5714285714285716,4.0,Hennur Main Road
Hennur Main Road,2024-04-08,0.0,0.0,0,0,4,8,0.0,1.0,4.285714285714286,4.0,Hennur Main Road
Hosur Road,2023-11-23,2.0,2.0,3,0,11,23,3.0,1.0,1.4285714285714286,1.2857142857142858,Hosur Road
Hosur Road,2023-11-24,2.0,2.0,4,0,11,24,2.0,1.0,1.5714285714285714,1.4285714285714286,Hosur Road
Hosur Road,2023-11-25,0.0,0.0,5,1,11,25,2.0,0.0,1.7142857142857142,1.3571428571428572,Hosur Road
Hosur Road,2023-11-26,0.0,0.0,6,1,11,26,0.0,1.0,1.7142857142857142,1.3571428571428572,Hosur Road
Hosur Road,2023-11-27,2.0,2.0,0,0,11,27,0.0,2.0,1.5714285714285714,1.2142857142857142,Hosur Road
Hosur Road,2023-11-28,1.0,1.0,1,0,11,28,2.0,2.0,1.5714285714285714,1.3571428571428572,Hosur Road
Hosur Road,2023-11-29,2.0,2.0,2,0,11,29,1.0,3.0,1.4285714285714286,1.3571428571428572,Hosur Road
Hosur Road,2023-11-30,0.0,0.0,3,0,11,30,2.0,2.0,1.2857142857142858,1.3571428571428572,Hosur Road
Hosur Road,2023-12-01,4.0,4.0,4,0,12,1,0.0,2.0,1.0,1.2857142857142858,Hosur Road
Hosur Road,2023-12-02,2.0,2.0,5,1,12,2,4.0,0.0,1.2857142857142858,1.5,Hosur Road
Hosur Road,2023-12-03,4.0,4.0,6,1,12,3,2.0,0.0,1.5714285714285714,1.6428571428571428,Hosur Road
Hosur Road,2023-12-04,0.0,0.0,0,0,12,4,4.0,2.0,2.142857142857143,1.8571428571428572,Hosur Road
Hosur Road,2023-12-05,1.0,1.0,1,0,12,5,0.0,1.0,1.8571428571428572,1.7142857142857142,Hosur Road
Hosur Road,2023-12-06,1.0,1.0,2,0,12,6,1.0,2.0,1.8571428571428572,1.6428571428571428,Hosur Road
Hosur Road,2023-12-07,1.0,1.0,3,0,12,7,1.0,0.0,1.7142857142857142,1.5,Hosur Road
Hosur Road,2023-12-08,0.0,0.0,4,0,12,8,1.0,4.0,1.8571428571428572,1.4285714285714286,Hosur Road
Hosur Road,2023-12-09,2.0,2.0,5,1,12,9,0.0,2.0,1.2857142857142858,1.2857142857142858,Hosur Road
Hosur Road,2023-12-10,1.0,1.0,6,1,12,10,2.0,4.0,1.2857142857142858,1.4285714285714286,Hosur Road
Hosur Road,2023-12-11,2.0,1.0,0,0,12,11,1.0,0.0,0.8571428571428571,1.5,Hosur Road
Hosur Road,2023-12-12,2.0,2.0,1,0,12,12,2.0,1.0,1.1428571428571428,1.5,Hosur Road
Hosur Road,2023-12-13,1.0,1.0,2,0,12,13,2.0,1.0,1.2857142857142858,1.5714285714285714,Hosur Road
Hosur Road,2023-12-14,1.0,1.0,3,0,12,14,1.0,1.0,1.2857142857142858,1.5,Hosur Road
Hosur Road,2023-12-15,6.0,6.0,4,0,12,15,1.0,0.0,1.2857142857142858,1.5714285714285714,Hosur Road
Hosur Road,2023-12-16,44.0,44.0,5,1,12,16,6.0,2.0,2.142857142857143,1.7142857142857142,Hosur Road
Hosur Road,2023-12-17,1.0,1.0,6,1,12,17,44.0,1.0,8.142857142857142,4.714285714285714,Hosur Road
Hosur Road,2023-12-18,4.0,4.0,0,0,12,18,1.0,2.0,8.142857142857142,4.5,Hosur Road
Hosur Road,2023-12-19,3.0,3.0,1,0,12,19,4.0,2.0,8.428571428571429,4.785714285714286,Hosur Road
Hosur Road,2023-12-20,1.0,1.0,2,0,12,20,3.0,1.0,8.571428571428571,4.928571428571429,Hosur Road
Hosur Road,2023-12-21,2.0,2.0,3,0,12,21,1.0,1.0,8.571428571428571,4.928571428571429,Hosur Road
Hosur Road,2023-12-22,2.0,2.0,4,0,12,22,2.0,6.0,8.714285714285714,5.0,Hosur Road
Hosur Road,2023-12-23,0.0,0.0,5,1,12,23,2.0,44.0,8.142857142857142,5.142857142857143,Hosur Road
Hosur Road,2023-12-24,0.0,0.0,6,1,12,24,0.0,1.0,1.8571428571428572,5.0,Hosur Road
Hosur Road,2023-12-25,2.0,2.0,0,0,12,25,0.0,4.0,1.7142857142857142,4.928571428571429,Hosur Road
Hosur Road,2023-12-26,1.0,1.0,1,0,12,26,2.0,3.0,1.4285714285714286,4.928571428571429,Hosur Road
Hosur Road,2023-12-27,2.0,2.0,2,0,12,27,1.0,1.0,1.1428571428571428,4.857142857142857,Hosur Road
Hosur Road,2023-12-28,9.0,9.0,3,0,12,28,2.0,2.0,1.2857142857142858,4.928571428571429,Hosur Road
Hosur Road,2023-12-29,2.0,2.0,4,0,12,29,9.0,2.0,2.2857142857142856,5.5,Hosur Road
Hosur Road,2023-12-30,0.0,0.0,5,1,12,30,2.0,0.0,2.2857142857142856,5.214285714285714,Hosur Road
Hosur Road,2023-12-31,2.0,2.0,6,1,12,31,0.0,0.0,2.2857142857142856,2.0714285714285716,Hosur Road
Hosur Road,2024-01-01,0.0,0.0,0,0,1,1,2.0,2.0,2.5714285714285716,2.142857142857143,Hosur Road
Hosur Road,2024-01-02,1.0,1.0,1,0,1,2,0.0,1.0,2.2857142857142856,1.8571428571428572,Hosur Road
Hosur Road,2024-01-03,7.0,6.0,2,0,1,3,1.0,2.0,2.2857142857142856,1.7142857142857142,Hosur Road
Hosur Road,2024-01-04,2.0,1.0,3,0,1,4,7.0,9.0,3.0,2.142857142857143,Hosur Road
Hosur Road,2024-01-05,0.0,0.0,4,0,1,5,2.0,2.0,2.0,2.142857142857143,Hosur Road
Hosur Road,2024-01-06,3.0,2.0,5,1,1,6,0.0,0.0,1.7142857142857142,2.0,Hosur Road
Hosur Road,2024-01-07,3.0,3.0,6,1,1,7,3.0,2.0,2.142857142857143,2.2142857142857144,Hosur Road
Hosur Road,2024-01-08,0.0,0.0,0,0,1,8,3.0,0.0,2.2857142857142856,2.4285714285714284,Hosur Road
Hosur Road,2024-01-09,3.0,2.0,1,0,1,9,0.0,1.0,2.2857142857142856,2.2857142857142856,Hosur Road
Hosur Road,2024-01-10,1.0,1.0,2,0,1,10,3.0,7.0,2.5714285714285716,2.4285714285714284,Hosur Road
Hosur Road,2024-01-11,0.0,0.0,3,0,1,11,1.0,2.0,1.7142857142857142,2.357142857142857,Hosur Road
Hosur Road,2024-01-12,2.0,2.0,4,0,1,12,0.0,0.0,1.4285714285714286,1.7142857142857142,Hosur Road
Hosur Road,2024-01-13,5.0,3.0,5,1,1,13,2.0,3.0,1.7142857142857142,1.7142857142857142,Hosur Road
Hosur Road,2024-01-14,1.0,1.0,6,1,1,14,5.0,3.0,2.0,2.0714285714285716,Hosur Road
Hosur Road,2024-01-15,2.0,2.0,0,0,1,15,1.0,0.0,1.7142857142857142,2.0,Hosur Road
Hosur Road,2024-01-16,3.0,2.0,1,0,1,16,2.0,3.0,2.0,2.142857142857143,Hosur Road
Hosur Road,2024-01-17,1.0,1.0,2,0,1,17,3.0,1.0,2.0,2.2857142857142856,Hosur Road
Hosur Road,2024-01-18,1.0,1.0,3,0,1,18,1.0,0.0,2.0,1.8571428571428572,Hosur Road
Hosur Road,2024-01-19,0.0,0.0,4,0,1,19,1.0,2.0,2.142857142857143,1.7857142857142858,Hosur Road
Hosur Road,2024-01-20,1.0,1.0,5,1,1,20,0.0,5.0,1.8571428571428572,1.7857142857142858,Hosur Road
Hosur Road,2024-01-21,1.0,1.0,6,1,1,21,1.0,1.0,1.2857142857142858,1.6428571428571428,Hosur Road
Hosur Road,2024-01-22,0.0,0.0,0,0,1,22,1.0,2.0,1.2857142857142858,1.5,Hosur Road
Hosur Road,2024-01-23,1.0,1.0,1,0,1,23,0.0,3.0,1.0,1.5,Hosur Road
Hosur Road,2024-01-24,1.0,1.0,2,0,1,24,1.0,1.0,0.7142857142857143,1.3571428571428572,Hosur Road
Hosur Road,2024-01-25,8.0,7.0,3,0,1,25,1.0,1.0,0.7142857142857143,1.3571428571428572,Hosur Road
Hosur Road,2024-01-26,2.0,2.0,4,0,1,26,8.0,0.0,1.7142857142857142,1.9285714285714286,Hosur Road
Hosur Road,2024-01-27,4.0,3.0,5,1,1,27,2.0,1.0,2.0,1.9285714285714286,Hosur Road
Hosur Road,2024-01-28,2.0,2.0,6,1,1,28,4.0,1.0,2.4285714285714284,1.8571428571428572,Hosur Road
Hosur Road,2024-01-29,3.0,3.0,0,0,1,29,2.0,0.0,2.5714285714285716,1.9285714285714286,Hosur Road
Hosur Road,2024-01-30,0.0,0.0,1,0,1,30,3.0,1.0,3.0,2.0,Hosur Road
Hosur Road,2024-01-31,4.0,3.0,2,0,1,31,0.0,1.0,2.857142857142857,1.7857142857142858,Hosur Road
Hosur Road,2024-02-01,5.0,5.0,3,0,2,1,4.0,8.0,3.2857142857142856,2.0,Hosur Road
Hosur Road,2024-02-02,0.0,0.0,4,0,2,2,5.0,2.0,2.857142857142857,2.2857142857142856,Hosur Road
Hosur Road,2024-02-03,2.0,2.0,5,1,2,3,0.0,4.0,2.5714285714285716,2.2857142857142856,Hosur Road
Hosur Road,2024-02-04,0.0,0.0,6,1,2,4,2.0,2.0,2.2857142857142856,2.357142857142857,Hosur Road
Hosur Road,2024-02-05,0.0,0.0,0,0,2,5,0.0,3.0,2.0,2.2857142857142856,Hosur Road
Hosur Road,2024-02-06,2.0,2.0,1,0,2,6,0.0,0.0,1.5714285714285714,2.2857142857142856,Hosur Road
Hosur Road,2024-02-07,0.0,0.0,2,0,2,7,2.0,4.0,1.8571428571428572,2.357142857142857,Hosur Road
Hosur Road,2024-02-08,9.0,6.0,3,0,2,8,0.0,5.0,1.2857142857142858,2.2857142857142856,Hosur Road
Hosur Road,2024-02-09,3.0,3.0,4,0,2,9,9.0,0.0,1.8571428571428572,2.357142857142857,Hosur Road
Hosur Road,2024-02-10,0.0,0.0,5,1,2,10,3.0,2.0,2.2857142857142856,2.4285714285714284,Hosur Road
Hosur Road,2024-02-11,0.0,0.0,6,1,2,11,0.0,0.0,2.0,2.142857142857143,Hosur Road
Hosur Road,2024-02-12,0.0,0.0,0,0,2,12,0.0,0.0,2.0,2.0,Hosur Road
Hosur Road,2024-02-13,2.0,1.0,1,0,2,13,0.0,2.0,2.0,1.7857142857142858,Hosur Road
Hosur Road,2024-02-14,5.0,5.0,2,0,2,14,2.0,0.0,2.0,1.9285714285714286,Hosur Road
Hosur Road,2024-02-15,0.0,0.0,3,0,2,15,5.0,9.0,2.7142857142857144,2.0,Hosur Road
Hosur Road,2024-02-16,1.0,1.0,4,0,2,16,0.0,3.0,1.4285714285714286,1.6428571428571428,Hosur Road
Hosur Road,2024-02-17,3.0,3.0,5,1,2,17,1.0,0.0,1.1428571428571428,1.7142857142857142,Hosur Road
Hosur Road,2024-02-18,0.0,0.0,6,1,2,18,3.0,0.0,1.5714285714285714,1.7857142857142858,Hosur Road
Hosur Road,2024-02-19,5.0,5.0,0,0,2,19,0.0,0.0,1.5714285714285714,1.7857142857142858,Hosur Road
Hosur Road,2024-02-20,2.0,2.0,1,0,2,20,5.0,2.0,2.2857142857142856,2.142857142857143,Hosur Road
Hosur Road,2024-02-21,2.0,2.0,2,0,2,21,2.0,5.0,2.2857142857142856,2.142857142857143,Hosur Road
Hosur Road,2024-02-22,0.0,0.0,3,0,2,22,2.0,0.0,1.8571428571428572,2.2857142857142856,Hosur Road
Hosur Road,2024-02-23,0.0,0.0,4,0,2,23,0.0,1.0,1.8571428571428572,1.6428571428571428,Hosur Road
Hosur Road,2024-02-24,3.0,3.0,5,1,2,24,0.0,3.0,1.7142857142857142,1.4285714285714286,Hosur Road
Hosur Road,2024-02-25,3.0,3.0,6,1,2,25,3.0,0.0,1.7142857142857142,1.6428571428571428,Hosur Road
Hosur Road,2024-02-26,0.0,0.0,0,0,2,26,3.0,5.0,2.142857142857143,1.8571428571428572,Hosur Road
Hosur Road,2024-02-27,0.0,0.0,1,0,2,27,0.0,2.0,1.4285714285714286,1.8571428571428572,Hosur Road
Hosur Road,2024-02-28,4.0,4.0,2,0,2,28,0.0,2.0,1.1428571428571428,1.7142857142857142,Hosur Road
Hosur Road,2024-02-29,4.0,4.0,3,0,2,29,4.0,0.0,1.4285714285714286,1.6428571428571428,Hosur Road
Hosur Road,2024-03-01,3.0,3.0,4,0,3,1,4.0,0.0,2.0,1.9285714285714286,Hosur Road
Hosur Road,2024-03-02,2.0,2.0,5,1,3,2,3.0,3.0,2.4285714285714284,2.0714285714285716,Hosur Road
Hosur Road,2024-03-03,1.0,1.0,6,1,3,3,2.0,3.0,2.2857142857142856,2.0,Hosur Road
